#python /Users/davehuf/Scripts/19_1_4_6_processHAPMIXforR.py probFiles.txt ratesFiles.txt ebPasoHapmixProbs.txt
#chromo	coord	parvAttr
1	6424100	1.0
1	6431690	1.0
1	6535828	1.0
1	6547772	1.0
1	6777249	0.8
1	6837141	0.8666666666666667
1	6838726	0.8666666666666667
1	6841926	0.8666666666666667
1	6844116	0.8666666666666667
1	6844300	0.8666666666666667
1	6850358	0.8666666666666667
1	6921973	0.8666666666666667
1	6922413	0.8666666666666667
1	6923405	0.8666666666666667
1	6923719	0.9333333333333333
1	6923837	0.9333333333333333
1	7046265	1.0
1	7080152	1.0
1	7086865	0.8666666666666667
1	7087062	0.8666666666666667
1	7193037	0.8666666666666667
1	7343217	0.8666666666666667
1	7347483	0.8666666666666667
1	7347504	0.8666666666666667
1	7348100	0.8666666666666667
1	7562088	0.8666666666666667
1	7564761	0.8666666666666667
1	7565560	0.8666666666666667
1	7688437	0.8666666666666667
1	7699553	0.8666666666666667
1	7715511	0.8666666666666667
1	7824668	0.8666666666666667
1	7861023	0.8666666666666667
1	7861831	0.8666666666666667
1	7866418	0.8666666666666667
1	7867523	0.8666666666666667
1	7867980	0.8666666666666667
1	7966195	0.7333333333333333
1	7998309	1.0
1	8032199	1.0
1	8100477	1.0
1	8136157	1.0
1	8136172	1.0
1	8136428	1.0
1	8143662	1.0
1	8351500	1.0
1	8352937	1.0
1	8353079	1.0
1	8515602	1.0
1	8517020	1.0
1	8558256	0.9333333333333333
1	8617082	1.0
1	8617553	1.0
1	8617926	0.9333333333333333
1	8618369	0.9333333333333333
1	8622443	1.0
1	8622840	1.0
1	8623017	1.0
1	8623080	1.0
1	8631016	1.0
1	8633468	0.8
1	8633823	0.8
1	8634520	0.8
1	8944033	0.8
1	8946275	0.8
1	8974234	0.8
1	8979420	0.7333333333333333
1	9052575	0.6
1	9052677	0.6
1	9052735	0.6
1	9058572	0.6
1	9304156	0.9333333333333333
1	9304303	0.9333333333333333
1	9305229	0.9333333333333333
1	9305256	0.9333333333333333
1	9358866	0.8666666666666667
1	9359056	0.8666666666666667
1	9359125	0.8666666666666667
1	9359168	0.8666666666666667
1	9397533	1.0
1	9433811	0.9333333333333333
1	9434247	0.9333333333333333
1	9434379	0.9333333333333333
1	9434555	0.9333333333333333
1	9434556	0.9333333333333333
1	9434924	0.9333333333333333
1	9435106	0.9333333333333333
1	9435372	0.9333333333333333
1	9435426	0.9333333333333333
1	9526231	1.0
1	9526267	1.0
1	9562191	1.0
1	9562206	1.0
1	9568051	1.0
1	9581910	1.0
1	9583693	1.0
1	9809995	1.0
1	9922610	1.0
1	9956621	1.0
1	9989779	1.0
1	9992144	1.0
1	9992169	1.0
1	10088946	0.8
1	10089392	0.8
1	10093142	0.8
1	10094890	0.8
1	10095032	0.8
1	10096183	0.8
1	10096325	0.8
1	10361222	0.8666666666666667
1	10537070	0.8666666666666667
1	10542800	1.0
1	10589088	1.0
1	10667363	1.0
1	10674064	1.0
1	10736892	1.0
1	10820153	0.9333333333333333
1	10826196	0.9333333333333333
1	10844119	0.9333333333333333
1	10868783	0.8666666666666667
1	10897853	0.8666666666666667
1	10905137	0.8666666666666667
1	10905399	0.8666666666666667
1	10962375	0.8
1	10995423	0.6666666666666666
1	11110601	0.8
1	11114825	0.8
1	11392013	0.8
1	11392132	0.8
1	11392392	0.8
1	11399303	0.8
1	11473826	0.8
1	11488064	1.0
1	11488397	1.0
1	11488804	1.0
1	11532836	1.0
1	11761103	1.0
1	11942313	1.0
1	11952202	1.0
1	11985908	1.0
1	11989022	1.0
1	11989100	1.0
1	11989852	1.0
1	11990267	1.0
1	11993357	1.0
1	12149892	0.0
1	12165573	0.8
1	12167088	0.9333333333333333
1	12167256	0.9333333333333333
1	12189099	1.0
1	12248726	1.0
1	12251110	1.0
1	12255563	1.0
1	12352106	0.4666666666666667
1	12362508	0.8
1	12397056	0.8
1	12436754	0.8
1	12487014	1.0
1	12517267	1.0666666666666667
1	12517303	1.0666666666666667
1	12518476	1.0666666666666667
1	12519269	1.0666666666666667
1	12521232	1.0666666666666667
1	12522118	1.0666666666666667
1	12522129	1.0666666666666667
1	12522242	1.0666666666666667
1	12946006	1.0
1	12976294	1.0
1	12979261	0.8666666666666667
1	12988936	0.8666666666666667
1	12989714	0.8666666666666667
1	12990057	0.8666666666666667
1	12992219	0.8666666666666667
1	13539219	0.8
1	13539360	0.8
1	13539363	0.8
1	13559407	0.8
1	13591537	0.9333333333333333
1	13604975	1.0
1	13642580	1.0
1	13684372	0.9333333333333333
1	13687372	0.9333333333333333
1	13688486	0.9333333333333333
1	13744228	0.9333333333333333
1	14032344	0.9333333333333333
1	14039445	0.6
1	14039668	0.6
1	14039799	0.6
1	14104282	0.6666666666666666
1	14168358	0.6666666666666666
1	14507453	0.7333333333333333
1	14509380	0.7333333333333333
1	14510261	0.7333333333333333
1	14625059	0.7333333333333333
1	14626383	0.7333333333333333
1	14626388	0.7333333333333333
1	14638094	0.7333333333333333
1	14638947	0.7333333333333333
1	14638995	0.7333333333333333
1	14639024	0.7333333333333333
1	14639175	0.7333333333333333
1	14807352	0.7333333333333333
1	14818025	0.7333333333333333
1	14852237	0.7333333333333333
1	14852801	0.7333333333333333
1	14853047	0.7333333333333333
1	14859085	0.7333333333333333
1	14859571	0.7333333333333333
1	14859726	0.7333333333333333
1	14927402	0.7333333333333333
1	14943366	0.7333333333333333
1	14959203	0.7333333333333333
1	15067963	1.0
1	15071288	0.6666666666666666
1	15071364	0.6666666666666666
1	15170385	0.4666666666666667
1	15170841	0.4666666666666667
1	15171509	0.4666666666666667
1	15354211	0.4
1	15491852	0.4
1	15513197	0.8666666666666667
1	15728580	0.8
1	15729259	0.8
1	15738968	0.8
1	15739094	0.8
1	15775277	0.8
1	15775455	0.8
1	15779696	0.8
1	15781931	0.8
1	15781985	0.8
1	15783656	0.8
1	15783835	0.8
1	15808888	0.8666666666666667
1	15907469	1.0
1	16201810	0.9333333333333333
1	16335539	0.9333333333333333
1	16348038	0.9333333333333333
1	16348917	0.9333333333333333
1	16469406	1.0
1	16598661	0.8666666666666667
1	16602399	0.8666666666666667
1	16603698	0.8666666666666667
1	16603761	0.8666666666666667
1	16784467	0.8666666666666667
1	16784593	1.0
1	16788736	0.4
1	16792521	0.4
1	16800487	0.3333333333333333
1	16802074	0.6
1	16826305	0.8666666666666667
1	16826343	0.8666666666666667
1	17409398	0.2
1	17695889	1.0
1	17714192	0.8666666666666667
1	17715789	0.8666666666666667
1	17716337	0.8666666666666667
1	17716466	0.8666666666666667
1	17739746	0.8666666666666667
1	17745804	0.8666666666666667
1	17748552	0.8666666666666667
1	17828621	0.8666666666666667
1	17832205	0.8666666666666667
1	17843007	0.8666666666666667
1	17850815	0.8
1	17881884	0.8
1	17884650	0.8
1	17963080	0.8
1	17963743	0.8
1	17964481	0.8
1	17965654	0.8
1	17975969	0.8
1	17976792	0.8
1	18131680	0.8
1	18139432	0.8
1	18143655	0.8
1	18190764	0.8
1	18198129	0.8
1	18199120	0.8
1	18201645	0.8
1	18202585	0.8
1	18202851	0.8
1	18293950	0.8
1	18294130	0.8
1	18294522	0.8
1	18630942	0.8666666666666667
1	18697940	1.0
1	18957087	1.0
1	18980563	1.0
1	18984396	1.0
1	18986228	1.0
1	19080916	1.0
1	19099272	1.0
1	19253162	0.7333333333333333
1	19262378	0.7333333333333333
1	19327639	1.0
1	19346576	1.0
1	19347396	1.0
1	19560075	1.0
1	19679687	0.8
1	19693208	0.8
1	19693428	0.8
1	19693679	0.8
1	19696230	0.8
1	19699766	0.8
1	19699932	0.8
1	19791776	0.8666666666666667
1	19792097	0.8666666666666667
1	19945363	0.7333333333333333
1	19974787	0.6666666666666666
1	20096765	0.7333333333333333
1	20096805	0.7333333333333333
1	20096952	0.7333333333333333
1	20106601	0.7333333333333333
1	20108275	0.7333333333333333
1	20216839	0.7333333333333333
1	20218720	0.7333333333333333
1	20219006	0.7333333333333333
1	20281583	0.7333333333333333
1	20284299	0.7333333333333333
1	20287508	0.7333333333333333
1	20419410	0.6666666666666666
1	20419527	0.6666666666666666
1	20635098	0.6
1	20642806	0.6
1	20903447	0.6
1	20907601	0.6
1	20916117	0.6
1	20992314	0.6
1	20993649	0.6
1	20999934	0.6
1	21084055	0.6
1	21206083	0.6
1	21381552	0.6
1	21461697	0.6
1	21466619	0.6
1	21467000	0.6
1	21467059	0.6
1	21467062	0.6
1	21468295	0.6
1	21471219	0.6
1	21472300	0.6
1	21525564	0.6
1	21568570	0.6
1	21684527	0.8
1	21710836	0.9333333333333333
1	21722308	0.9333333333333333
1	21758352	0.9333333333333333
1	21839990	0.9333333333333333
1	21983736	0.7333333333333333
1	21984148	0.7333333333333333
1	21984783	0.7333333333333333
1	21985134	0.7333333333333333
1	21991763	0.7333333333333333
1	22253283	1.0
1	22379557	0.4666666666666667
1	22379568	0.4666666666666667
1	22380781	0.4666666666666667
1	22382842	0.4666666666666667
1	22383310	0.4666666666666667
1	22383989	0.4666666666666667
1	22437864	0.4666666666666667
1	22437974	0.4666666666666667
1	22595964	0.4666666666666667
1	22596124	0.4666666666666667
1	22632923	0.4666666666666667
1	22774453	0.4666666666666667
1	22874170	0.4666666666666667
1	23054862	0.8
1	23218696	0.8
1	23219069	0.8
1	23219245	0.8
1	23229801	0.6666666666666666
1	23241186	0.7333333333333333
1	23242364	0.7333333333333333
1	23563301	0.9333333333333333
1	23610626	0.7333333333333333
1	23613431	0.7333333333333333
1	23615254	0.7333333333333333
1	23615962	0.7333333333333333
1	23618315	0.7333333333333333
1	23939622	1.0
1	23965965	1.0
1	24052120	1.0
1	24194242	1.0
1	24208278	1.0
1	24296248	1.0
1	24408873	0.6666666666666666
1	24507957	0.6666666666666666
1	24510735	0.6666666666666666
1	24584605	0.6666666666666666
1	24584799	0.6666666666666666
1	24585840	0.6666666666666666
1	24735390	1.0
1	24931201	1.0
1	24941685	1.0
1	25101603	1.0
1	25157944	1.0
1	25287214	0.4666666666666667
1	25378468	0.0
1	25381332	0.0
1	25387147	0.0
1	25387503	0.0
1	25400235	0.0
1	25411160	0.5333333333333333
1	25411250	0.5333333333333333
1	25413694	0.5333333333333333
1	25414488	0.5333333333333333
1	25414647	0.5333333333333333
1	25414702	0.5333333333333333
1	25415714	0.5333333333333333
1	25426052	0.5333333333333333
1	25426090	0.5333333333333333
1	25426430	0.5333333333333333
1	25426532	0.5333333333333333
1	25451848	0.06666666666666667
1	25452076	0.06666666666666667
1	25630599	0.06666666666666667
1	25634022	0.06666666666666667
1	25635415	0.06666666666666667
1	25824203	0.06666666666666667
1	25824422	0.06666666666666667
1	25824933	0.06666666666666667
1	25825041	0.06666666666666667
1	25878895	0.06666666666666667
1	25884891	0.06666666666666667
1	26038500	0.06666666666666667
1	26150933	0.06666666666666667
1	26197833	0.06666666666666667
1	26202944	0.06666666666666667
1	26327475	0.06666666666666667
1	26328147	0.06666666666666667
1	26328156	0.06666666666666667
1	26433039	0.06666666666666667
1	26433098	0.06666666666666667
1	26433514	0.06666666666666667
1	26438356	0.7333333333333333
1	26496101	1.0
1	26574295	1.0666666666666667
1	26683529	1.0666666666666667
1	26694328	1.0666666666666667
1	26695589	1.0666666666666667
1	26825328	1.0666666666666667
1	26825638	1.0666666666666667
1	26825826	1.0666666666666667
1	26911913	1.0666666666666667
1	27095647	1.0
1	27122000	1.0666666666666667
1	27388849	0.8666666666666667
1	27389065	0.8666666666666667
1	27389125	0.8666666666666667
1	27394586	0.8666666666666667
1	27395156	0.8666666666666667
1	27400077	0.8666666666666667
1	27403703	0.8666666666666667
1	27406519	0.8666666666666667
1	27406777	0.8666666666666667
1	27406990	0.8666666666666667
1	27502314	0.8666666666666667
1	27502892	0.8666666666666667
1	27555261	0.5333333333333333
1	27626654	0.5333333333333333
1	27628115	0.5333333333333333
1	27638012	0.5333333333333333
1	27639628	0.5333333333333333
1	27640613	0.5333333333333333
1	27645479	0.5333333333333333
1	27804092	0.6
1	27895234	0.6
1	27909410	0.6
1	27916969	0.6
1	27918394	0.6666666666666666
1	27978827	0.6666666666666666
1	27980406	0.6666666666666666
1	28071009	0.6666666666666666
1	28376885	0.6666666666666666
1	28417212	0.6666666666666666
1	28421579	0.6666666666666666
1	28421841	0.6666666666666666
1	28421930	0.6666666666666666
1	28421953	0.6666666666666666
1	28446550	0.6666666666666666
1	28446659	0.6666666666666666
1	28596991	0.6666666666666666
1	28610618	0.6666666666666666
1	28614487	0.6666666666666666
1	28615160	0.6666666666666666
1	28632923	0.6666666666666666
1	28633411	0.6666666666666666
1	28641301	0.6666666666666666
1	28642804	0.6666666666666666
1	28766398	0.5333333333333333
1	28796497	0.5333333333333333
1	28796566	0.5333333333333333
1	28927650	0.4
1	28964147	0.4
1	29254640	0.7333333333333333
1	29255108	0.7333333333333333
1	29255212	0.7333333333333333
1	29255792	0.7333333333333333
1	29360366	0.7333333333333333
1	29400930	1.0
1	29403977	1.0
1	29550398	1.0
1	29551638	1.0
1	29694518	1.0
1	29742467	1.0
1	29742488	1.0
1	29757662	1.0
1	29784435	1.0
1	29784748	1.0
1	30216622	0.9333333333333333
1	30259309	0.4
1	30259501	0.4
1	30279417	0.26666666666666666
1	30534349	0.4
1	30535195	0.4
1	30568749	0.5333333333333333
1	30612195	0.5333333333333333
1	30629630	0.5333333333333333
1	30682588	0.5333333333333333
1	30684307	0.5333333333333333
1	30688139	0.5333333333333333
1	30688527	0.5333333333333333
1	30695765	0.5333333333333333
1	30754598	0.5333333333333333
1	30760105	0.5333333333333333
1	30762295	0.5333333333333333
1	30805134	0.5333333333333333
1	30806294	0.5333333333333333
1	30888417	0.5333333333333333
1	30889881	0.5333333333333333
1	30890157	0.5333333333333333
1	31060322	0.5333333333333333
1	31060548	0.5333333333333333
1	31060951	0.5333333333333333
1	31064736	0.5333333333333333
1	31064990	0.5333333333333333
1	31065740	0.5333333333333333
1	31206651	0.5333333333333333
1	31243038	0.5333333333333333
1	31243619	0.5333333333333333
1	31380212	0.6
1	31485764	0.7333333333333333
1	31502042	0.7333333333333333
1	31535697	0.3333333333333333
1	31582444	0.0
1	31662682	0.26666666666666666
1	31741542	0.4
1	31850441	0.26666666666666666
1	31859420	0.26666666666666666
1	31861674	0.26666666666666666
1	31861747	0.26666666666666666
1	31865649	0.26666666666666666
1	31870063	0.26666666666666666
1	31976053	0.26666666666666666
1	31976599	0.26666666666666666
1	32154688	0.6666666666666666
1	32157097	0.6666666666666666
1	32199839	0.6666666666666666
1	32227267	0.6666666666666666
1	32233495	0.6666666666666666
1	32542195	0.5333333333333333
1	32543175	0.5333333333333333
1	32543238	0.5333333333333333
1	32758011	0.5333333333333333
1	32837626	0.9333333333333333
1	32871182	0.8
1	32994296	0.8
1	32998652	0.8
1	33111976	0.8
1	33112425	0.8
1	33118004	0.8
1	33123139	1.0
1	33216955	1.0
1	33266743	1.0
1	33321536	1.0
1	33382572	0.8666666666666667
1	33422254	0.8666666666666667
1	33459445	0.8666666666666667
1	33526063	0.9333333333333333
1	33630372	1.0
1	33672182	1.0
1	33799525	1.0
1	33824383	0.7333333333333333
1	33831008	0.7333333333333333
1	33831846	0.7333333333333333
1	33833674	0.7333333333333333
1	33883900	0.9333333333333333
1	33885206	0.9333333333333333
1	33956553	0.9333333333333333
1	33968557	0.9333333333333333
1	34100290	0.9333333333333333
1	34153740	0.9333333333333333
1	34154226	0.9333333333333333
1	34203421	0.9333333333333333
1	34255898	0.9333333333333333
1	34317549	0.9333333333333333
1	34408391	0.9333333333333333
1	34408551	0.9333333333333333
1	34595381	0.9333333333333333
1	34659667	0.9333333333333333
1	34663575	0.9333333333333333
1	34672615	0.9333333333333333
1	34716513	0.9333333333333333
1	34716519	0.9333333333333333
1	34810799	0.9333333333333333
1	34810848	0.9333333333333333
1	34811000	0.9333333333333333
1	34811132	0.9333333333333333
1	34814398	0.9333333333333333
1	34821775	0.9333333333333333
1	34821822	0.9333333333333333
1	34896374	1.0
1	34936603	1.0
1	34940055	1.0
1	34940995	1.0
1	34961462	0.5333333333333333
1	35043120	1.0
1	35134483	1.0
1	35240212	1.0
1	35241384	1.0
1	35568654	0.9333333333333333
1	35578083	0.9333333333333333
1	35578167	1.0
1	35579161	1.0
1	35581699	1.0
1	35582302	1.0
1	35583453	0.8666666666666667
1	35659821	0.8666666666666667
1	35660805	0.8666666666666667
1	35736346	1.0
1	35737237	1.0
1	35760173	0.7333333333333333
1	35925422	0.7333333333333333
1	35925992	0.7333333333333333
1	35926752	0.7333333333333333
1	35946604	0.7333333333333333
1	35972402	0.7333333333333333
1	35992392	0.7333333333333333
1	36155708	0.7333333333333333
1	36157966	0.7333333333333333
1	36158110	0.7333333333333333
1	36158128	0.7333333333333333
1	36159836	0.7333333333333333
1	36214121	0.7333333333333333
1	36220419	0.7333333333333333
1	36500030	0.7333333333333333
1	36500310	0.7333333333333333
1	36509048	0.8
1	36509700	0.8
1	36512399	0.8
1	36514567	0.8
1	36565381	0.8666666666666667
1	36570105	0.8666666666666667
1	36800951	0.8666666666666667
1	36830130	0.8666666666666667
1	37127896	0.5333333333333333
1	37154037	0.5333333333333333
1	37200333	0.5333333333333333
1	37211144	0.5333333333333333
1	37213331	0.5333333333333333
1	37314987	0.5333333333333333
1	37315231	0.5333333333333333
1	37412514	0.5333333333333333
1	37665817	0.5333333333333333
1	37715416	0.5333333333333333
1	37715525	0.5333333333333333
1	37776401	0.6
1	37841402	0.6
1	37841892	0.6
1	37850063	0.6
1	38004465	0.6666666666666666
1	38010873	0.6666666666666666
1	38131735	0.7333333333333333
1	38132193	0.7333333333333333
1	38187071	0.6666666666666666
1	38203410	0.6666666666666666
1	38248486	0.6666666666666666
1	38250642	0.6666666666666666
1	38252398	0.6666666666666666
1	38316661	0.6666666666666666
1	38445432	0.6666666666666666
1	38446510	0.6666666666666666
1	38549477	0.6666666666666666
1	38549611	0.6666666666666666
1	38550020	0.6666666666666666
1	38550041	0.6666666666666666
1	38610476	0.6666666666666666
1	38617574	0.6666666666666666
1	38632940	0.6666666666666666
1	38633093	0.6666666666666666
1	38734657	0.6666666666666666
1	38738918	0.6666666666666666
1	38739125	0.6666666666666666
1	38741736	0.6666666666666666
1	38786599	0.6666666666666666
1	38794151	0.6666666666666666
1	38849559	0.8666666666666667
1	38871055	0.9333333333333333
1	38876430	0.9333333333333333
1	38879590	0.9333333333333333
1	39036646	0.9333333333333333
1	39054856	0.9333333333333333
1	39065286	0.9333333333333333
1	39113698	0.9333333333333333
1	39116930	0.8666666666666667
1	39139698	1.0
1	39139774	1.0
1	39142562	1.0
1	39213816	1.0
1	39248635	1.0
1	39731530	1.1333333333333333
1	39742242	1.1333333333333333
1	39742946	1.0666666666666667
1	39756606	1.0666666666666667
1	39844004	0.9333333333333333
1	39850240	0.9333333333333333
1	39854851	0.9333333333333333
1	39855595	0.9333333333333333
1	39855722	0.9333333333333333
1	39891321	1.0
1	39904002	1.0
1	40139302	1.0
1	40354645	0.2
1	40355622	0.2
1	40356668	0.2
1	40418574	0.2
1	40420273	0.2
1	40420899	0.2
1	40421351	0.2
1	40422488	0.2
1	40511539	0.2
1	40511560	0.2
1	40570584	0.8
1	40726202	0.7333333333333333
1	40726204	0.7333333333333333
1	40728786	0.7333333333333333
1	40803684	0.7333333333333333
1	40809674	0.7333333333333333
1	41102924	0.7333333333333333
1	41103128	0.7333333333333333
1	41104295	0.7333333333333333
1	41104379	0.7333333333333333
1	41104478	0.7333333333333333
1	41218501	0.7333333333333333
1	41240442	0.7333333333333333
1	41277586	0.6
1	41378023	0.6666666666666666
1	41432365	0.5333333333333333
1	41436592	0.5333333333333333
1	41469604	0.4666666666666667
1	41472060	0.4666666666666667
1	41535834	0.4666666666666667
1	41536874	0.4666666666666667
1	41537185	0.4666666666666667
1	41851218	0.4666666666666667
1	41852202	0.4666666666666667
1	41854434	0.4666666666666667
1	41854735	0.4666666666666667
1	41862409	0.4666666666666667
1	41957436	0.4666666666666667
1	41964321	0.4666666666666667
1	42013458	0.4
1	42013513	0.4
1	42013641	0.4
1	42014294	0.4
1	42015610	0.4
1	42016450	0.4
1	42018755	0.4
1	42019536	0.4
1	42020764	0.4
1	42122237	0.5333333333333333
1	42166337	0.6
1	42166456	0.6
1	42166757	0.6
1	42522289	0.5333333333333333
1	42776829	0.5333333333333333
1	42846502	0.4666666666666667
1	42846690	0.4666666666666667
1	42848304	0.4666666666666667
1	42850252	0.4666666666666667
1	42851352	0.4666666666666667
1	42921565	0.4666666666666667
1	42921800	0.4666666666666667
1	42923161	0.4666666666666667
1	42923166	0.4666666666666667
1	42923335	0.4666666666666667
1	42923366	0.4666666666666667
1	42923409	0.4666666666666667
1	42925982	0.4666666666666667
1	43059764	0.6
1	43060987	0.6
1	43111288	0.6
1	43111801	0.6
1	43125988	0.6
1	43133467	0.6
1	43136314	0.6
1	43136421	0.6
1	43137137	0.6
1	43137222	0.6
1	43137243	0.6
1	43229589	0.6
1	43230571	0.6
1	43355278	0.6
1	43669415	0.8666666666666667
1	43681143	0.9333333333333333
1	43686560	0.9333333333333333
1	43763983	0.9333333333333333
1	43974129	0.8
1	43974284	0.8
1	43982187	0.8
1	43982393	0.8666666666666667
1	44029521	0.8666666666666667
1	44029687	0.8666666666666667
1	44162995	0.8666666666666667
1	44186977	0.7333333333333333
1	44187081	0.7333333333333333
1	44192259	0.7333333333333333
1	44192331	0.7333333333333333
1	44348882	0.7333333333333333
1	44348980	0.7333333333333333
1	44349156	0.7333333333333333
1	44349777	0.7333333333333333
1	44352400	0.7333333333333333
1	44370121	0.7333333333333333
1	44370563	0.7333333333333333
1	44371668	0.7333333333333333
1	44373499	0.7333333333333333
1	44373656	0.7333333333333333
1	44540507	0.7333333333333333
1	44540664	0.7333333333333333
1	44802580	0.7333333333333333
1	44802685	0.7333333333333333
1	44802906	0.7333333333333333
1	44956540	0.8666666666666667
1	44960487	0.8666666666666667
1	44960515	0.8666666666666667
1	45004949	0.8666666666666667
1	45101401	0.9333333333333333
1	45115245	0.9333333333333333
1	45338592	0.9333333333333333
1	45365633	1.0666666666666667
1	45441103	1.0666666666666667
1	45441563	1.0666666666666667
1	45505438	1.0666666666666667
1	45507479	1.0666666666666667
1	45508270	1.0666666666666667
1	45511429	1.0666666666666667
1	45513087	0.9333333333333333
1	45513535	0.8666666666666667
1	45513968	0.8666666666666667
1	45514080	0.8666666666666667
1	45633273	1.0
1	45743235	1.0
1	45772989	0.6666666666666666
1	45777625	0.6666666666666666
1	45778856	0.6666666666666666
1	45786956	0.6666666666666666
1	45918714	0.6666666666666666
1	45919898	0.6666666666666666
1	45921976	0.6666666666666666
1	45923135	0.6666666666666666
1	45931011	0.6666666666666666
1	45939542	0.6666666666666666
1	45940042	0.6666666666666666
1	45944714	0.6666666666666666
1	45949319	0.6666666666666666
1	46064096	0.6666666666666666
1	46065545	0.6666666666666666
1	46065648	0.6666666666666666
1	46065675	0.6666666666666666
1	46074619	0.6666666666666666
1	46122729	0.6666666666666666
1	46125136	0.6666666666666666
1	46129244	0.6666666666666666
1	46232420	0.6666666666666666
1	46232564	0.6666666666666666
1	46407120	0.8666666666666667
1	46410584	0.8666666666666667
1	46415354	1.0
1	46418835	1.0
1	46544348	1.0
1	46581567	1.0
1	46628357	1.0
1	46678570	0.8666666666666667
1	46684873	0.8666666666666667
1	46685564	0.8666666666666667
1	46857879	0.8666666666666667
1	46861470	0.8666666666666667
1	47133040	0.8666666666666667
1	47133059	0.8666666666666667
1	47135487	0.8666666666666667
1	47135501	0.8666666666666667
1	47135598	0.8666666666666667
1	47303565	0.8666666666666667
1	47311968	0.8666666666666667
1	47316943	0.8666666666666667
1	47317285	0.8666666666666667
1	47317543	0.8666666666666667
1	47318185	0.8666666666666667
1	47321420	0.8666666666666667
1	47457490	0.8666666666666667
1	47468982	0.8666666666666667
1	47469477	0.8666666666666667
1	47476084	0.8666666666666667
